job_title,company,location,salary,country
Principal Data & Applied Scientist Manager,Microsoft,"Vancouver, BC",,Canada
Senior Machine Learning Engineer,Workday,"Vancouver, BC",,Canada
Sr. Product Manager,ACTO Technologies,"Remote in Toronto, ON",,Canada
Director of Customer Insights & Analytics,BIMM,"Toronto, ON",,Canada
Senior Data Scientist,Jerry,"Vancouver, BC+2 locations",,Canada
Manager - Big Data,HR.com,"Toronto, ON",,Canada
Senior Machine Learning Engineer - Retail Media Platform,Loblaw Digital,"Toronto, ON",,Canada
Senior Machine Learning Engineer - Computer Vision,Twitter,"Toronto, ON",,Canada
Senior Machine Learning Engineer,Criteo,"Toronto, ON",,Canada
newMachine Learning Product Engineer (Layer 6),TD Bank,"Toronto, ON",,Canada
Data Platform Consultant / Data Engineer / BI Developer,Calligo,"Oakville, ON",,Canada
newSenior Applied Research Machine Learning Researcher (Canada...,Microsoft,"Remote in Vancouver, BC",,Canada
Data scientist - Speech Analytics,Talan,"Montréal, QC",,Canada
"Senior Machine Learning Engineer, Human Motion TORONTO, ONTE...",Tonal,"Remote in Toronto, ON",,Canada
"Platform Lead, Data Management & Analytics",University of Saskatchewan,"Remote in Saskatoon, SK",,Canada
"Sr. Manager, Data Science & Machine Learning",Mejuri,"Hybrid remote in Toronto, ON",,Canada
Machine Learning/HPC Architect -147543,AMD,"Markham, ON",,Canada
"Manager, Analytics",KANTAR,"Toronto, ON",,Canada
Senior Data Analyst,Citi,"Mississauga, ON",,Canada
"Manager, Machine Learning Engineer",Aviva,"Markham, ON",,Canada
newSenior Machine Learning Engineer,Avidbots Corp,"Kitchener, ON",,Canada
Lead Data Scientist,Teck Resources Limited,"Vancouver, BC",,Canada
"Senior Manager, Artificial Intelligence",Bell Canada,"Mississauga, ON",,Canada
Sr. Forecasting Analytics Consultant,Canadian Tire Corporation,"Toronto, ON",,Canada
Data Scientist,Equifax,"Toronto, ON",,Canada
Decision Analytics Associate Consultant/Forecasting,ZS Associates,"Toronto, ON",,Canada
Lead Developer Data Protection and Analytics,Royal Bank of Canada,"Toronto, ON",,Canada
Data Analyst - Remote,Elemy,"Remote in Beatty, SK",,Canada
eCommerce BI Analyst,BRP,"Montréal, QC",,Canada
"Principal Applied Scientist, Liquidity",Ripple,"Toronto, ON",,Canada
"Deals, One Analytics, Senior Associate",PwC,"Toronto, ON",,Canada
"newSenior Research Assistant, Precipitation Forecast Improvemen...",University of Winnipeg,"Temporarily Remote in Winnipeg, MB",$18 an hour,Canada
"Sr. Software Engineer, Machine Learning",Autodesk,"Remote in Toronto, ON",,Canada
"Product Manager, Analytics & Insights",Ada Inc.,Canada,,Canada
"newSenior, Transaction Diligence (Data Analytics)",EY,"Remote in Toronto, ON",,Canada
Senior Product Manager - Analytics,Equinix,"Toronto, ON",,Canada
Machine Learning Engineer - Marketplace Incentives,Uber,"Toronto, ON",,Canada
AVP Business Insights & Analytics,Aviva,"Markham, ON",,Canada
newData Science Manager- Health Plan & Provider,ZS Associés,"Toronto, ON",,Canada
Senior Data Scientist,Northbridge Financial Corporation,"Hybrid remote in Toronto, ON",,Canada
Machine Learning Operations Engineer,sharethrough,"Montréal, QC+1 location",,Canada
"Director, IT Strategy Consulting, Data & Analytics",Gartner,"Hybrid remote in Surrey, BC",,Canada
Senior Business Intelligence and Data Visualization Analyst...,Prophix Software Inc.,"Remote in Mississauga, ON",,Canada
Business Intelligence and Reporting Intern/Co-op,TD Bank,"Toronto, ON",,Canada
"Software Engineer II, Recommendations - Machine Learning",Twitch Interactive Canada ULC,"Vancouver, BC+2 locations",,Canada
Senior Machine Learning Developer - Metacast,Unity Technologies,"Vancouver, BC",,Canada
"Senior Analyst, Fraud Analytics (Data Analyst)",Central 1 Credit Union,"Hybrid remote in Toronto, ON",,Canada
"Sr. Machine Learning Engineer, Behavior Authoring, AI@Unity",Unity Technologies,"Vancouver, BC",,Canada
Sr Analytics Engineer,Electronic Arts,"Toronto, ON",,Canada
"Data Engineer - SAP Data Migration, Omnia AI",Ouest,Canada,,Canada
"Staff Software Engineer, Machine Learning Compiler",108 Qualcomm Canada ULC,"Markham, ON",,Canada
PSAS Science and Analytics - Business Intelligence Engineer,Amazon Dev Centre Canada ULC,"Vancouver, BC+1 location",,Canada
Senior Data Analyst,Lululemon,Remote,,Canada
Commercial Analytics Business Analyst,Parkland Corporation,"Calgary, AB",,Canada
Azure Data Analytics Engineering Consultant - Greater Toront...,Avanade,"Toronto, ON",,Canada
newFall 2022 Co-op: Converged Digital Experience Analyst,Rogers Communications,"Toronto, ON",,Canada
Senior Machine Learning Engineer,Fusemachines,"Toronto, ON",,Canada
"Data Architect - SAP Analytics, Omnia AI",Deloitte,Canada,,Canada
Senior Research Scientist (Natural Language Processing) - AT...,ServiceNow,"Montréal, QC",,Canada
Senior Applied Scientist - EconTech,Amazon Dev Centre Canada ULC,"Vancouver, BC+14 locations",,Canada
"Applied Scientist , Imaging Sciences 3D",Amazon Dev Centre Canada ULC,"Vancouver, BC+1 location",,Canada
Senior Machine Learning Operations Engineer - Remote,PerkinElmer,Remote in Ontario,,Canada
Scientifique en recherche appliquée/Applied Research Scienti...,Canexia Health,"Montréal, QC",,Canada
"Senior Consultant, Consulting and Analytics",IQVIA,"Kirkland, QC",,Canada
"Developer, Business Intelligence",Ivanhoe Cambridge,"Montréal, QC",,Canada
Sr. Data Analyst,Royal Bank of Canada,"Toronto, ON",,Canada
"Software Engineer - MuleSoft, Omnia AI",Ouest,Canada,,Canada
"Senior Data Science Analyst, Liquidity and Funding",BMO Financial Group,"Toronto, ON",,Canada
"newSenior Developer, NLP Data Science",CUSTOMER EXPERIENCE,"Toronto, ON",,Canada
Full Stack Data Science Application Developer,"Analysis Group, Inc.","Montréal, QC",,Canada
Senior Statistical Programmer,IQVIA,Remote,,Canada
Financial Data Analyst - Compensation,Ledcor,"Vancouver, BC+3 locations",,Canada
"Senior Statistical Programmer, Global BIOS",IQVIA,Remote,,Canada
"Sr. Engineering Manager, Analytics",Clari,"Remote in Vancouver, BC+1 location",,Canada
"Team Lead, Product Growth Analytics",Vidyard,+1 locationRemote,,Canada
"Postdoctoral Researcher, Artificial Intelligence | Chercheur...",Facebook App,"Montréal, QC",,Canada
"Manager, Data & Analytics",Primaris Management,"Toronto, ON",,Canada
Sr. Business Data Analyst,Moneris Solutions,"Remote in Toronto, ON",,Canada
Senior Applied Research Scientist - ATG,ServiceNow,"Remote in Montréal, QC",,Canada
Senior Analyst Marketing Analytics,TD Bank,"Toronto, ON",,Canada
"newProduct Owner, Mining Analytics",Teck Resources Limited,"Vancouver, BC",,Canada
Senior Analytics Engineer,Ledn,"Hybrid remote in Toronto, ON",,Canada
"Deep Learning Engineer, AI Frameworks | Ingénieur en apprent...",Facebook App,"Toronto, ON",,Canada
Developer & Data Analyst,Vermilion Energy,"Calgary, AB",,Canada
"Staff Software Engineer, Backend (Machine Learning Platform)",Affirm,"Remote in Toronto, ON",,Canada
"Director of Data Science, Pricing and Promotions",Loblaw Companies Limited,"Brampton, ON",,Canada
Senior Architect I - DAIM (Data Analytics Insights & Machine...,Lululemon,"Vancouver, BC",,Canada
Machine Learning Engineer - Remote,EPAM Systems,Remote in Canada,,Canada
Spécialiste en analytique et automatisation des données / Da...,Organon,"Hybrid remote in Kirkland, QC",,Canada
Analyste BI eCommerce,BRP,"Montréal, QC",,Canada
Senior Insight Analyst / Statistician,Equifax,"Toronto, ON",,Canada
Senior Machine Learning Engineer - Platform (Remote),Upgrade,Remote,,Canada
Machine Learning Applied Research Scientist - ATG,ServiceNow,"Montréal, QC",,Canada
Senior Software Engineer - Machine Learning Platform,Wattpad,"Remote in Toronto, ON+2 locations",,Canada
Sr Data Analyst - Finance,Moneris Solutions,"Toronto, ON",,Canada
Machine Learning Engineer,Magna International Inc.,"Etobicoke, ON",,Canada
Postdoctoral Fellow in Medical Imaging Machine Learning (070...,Sunnybrook Health Sciences Centre,"Toronto, ON",,Canada
Machine Learning Engineer,Wattpad,+2 locationsRemote,,Canada
"Senior Game Data Analyst, AGS Central Business Intelligence",Amazon Dev Centre Canada ULC,"Vancouver, BC",,Canada
"Manager, Data Scientist, Fraud Analytical Solutions",BMO Financial Group,Ontario,,Canada
"Senior Software Engineer, Machine Learning",Zippin,Remote in Canada+1 location,,Canada
Senior Business Intelligence and Reporting Analyst,TD Bank,"Toronto, ON",,Canada
Data Science/Sr. Analyst (Officer and AVP openings),Citi,"Mississauga, ON",,Canada
Data Science Senior Manager,Accenture,"Ottawa, ON+2 locations",,Canada
Senior Actuarial Analyst – Data Science Team,Aviva,"Markham, ON",,Canada
"Machine Learning Engineer | MLE, Cyber Risk Analytics- CANAD...","Guidewire Software, Inc.",Remote,,Canada
Associate Machine Learning Developer (Cohort 8),AltaML,"Calgary, AB",,Canada
"newBusiness Intelligence Engineer, Promise","AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC+18 locations",,Canada
"newFinancial Analyst, Business Intelligence",Corza Medical,"Vancouver, BC",,Canada
"Software Developer, Early Career",Google,"Waterloo, ON",,Canada
newIntelligence Specialist,National Research Council Canada,"St. John's, NL","$85,363 - $96,330 a year",Canada
Business Intelligence Engineer,Perpetua Labs,"Remote in Toronto, ON",,Canada
Business Intelligence Data Engineer,Aurora Cannabis,"Remote in Toronto, ON",,Canada
newBusiness Intelligence Specialist,TD Bank,"Toronto, ON",,Canada
newProgrammer Analyst,The Ottawa Hospital,"Ottawa, ON",$35.99 - $42.35 an hour,Canada
Business Intelligence Developer -Tableau,Citi,"Mississauga, ON",,Canada
"newManager, Business Intelligence",Scotiabank,"Toronto, ON",,Canada
Senior Business Intelligence Developer (Remote),Upgrade,Remote,,Canada
newData Warehouse / Business Intelligence Developer (Hybrid),Morgan Stanley,"Remote in Montréal, QC",,Canada
"Senior Business Intelligence Engineer, Financial Crimes Tech...",Cash App,"Remote in Toronto, ON",,Canada
"Supervisor, Reporting and Business Intelligence",Peel District School Board,"Mississauga, ON","$83,359 - $104,197 a year",Canada
"newProduct Analyst, Paper",DocSend,Remote,,Canada
Business Intelligence Analyst - MP&A,Arc'teryx,"North Vancouver, BC",,Canada
newData Developer,Westjet Airlines,Remote,,Canada
Business Intelligence and Data Visualization Expert,Morgan Stanley,"Remote in Montréal, QC",,Canada
Senior Business Intelligence Developer,D2L,"Remote in Kitchener, ON",,Canada
Business Intelligence Developer (3 Year TFT),District of North Vancouver,"North Vancouver, BC",$46.64 - $55.15 an hour,Canada
Business Intelligence Analyst,ROBINSON,"Remote in Regina, SK+8 locations",,Canada
newBusiness Intelligence Developer- Bolton,Husky Injection Molding,"Bolton, ON",,Canada
newinformation systems analyst - computer systems,ONE SOLUTION CONSULTANCY SERVICES,"Remote in Burlington, ON",$36 an hour,Canada
Business Intelligence Coordinator,Home and Community Care Support Services South...,"Smiths Falls, ON",,Canada
Junior Business Intelligence Developer,Colliers Project Leaders,"Ottawa, ON",,Canada
Sr Business Intelligence Engineer,Amazon Dev Centre Canada ULC,"Vancouver, BC+2 locations",,Canada
newBackend Developer,Inpixon,Remote,,Canada
newSenior Business Intelligence Developer,Loblaw Digital,"Toronto, ON",,Canada
Business Intelligence Analyst,McGill University,"Montréal, QC",,Canada
newBusiness Analyst I,TELUS,"Vancouver, BC+1 location",,Canada
Business Intelligence Analyst,Unity Technologies,"Montréal, QC",,Canada
"Specialist, Business Intelligence Developer",Canadian Pacific,"Toronto, ON+2 locations",,Canada
Business Intelligence Developer,Bold Commerce,"Remote in Toronto, ON+3 locations",,Canada
Foreign Language Intelligence Analyst,Communications Security Establishment,"Temporarily Remote in Ottawa, ON","$74,823 - $97,710 a year",Canada
Business Intelligence Lead,Serco North America,"Remote in Toronto, ON",,Canada
Business Intelligence Analyst,Echelon Insurance,"Mississauga, ON",,Canada
Senior Business Intelligence Analyst,Royal Bank of Canada,"Toronto, ON",,Canada
"newDeveloper, Business Intelligence",CONSUMER & SMB/MARCHÉ CONSOMMATEUR & PME,"Verdun, QC+1 location",,Canada
"newAnalyste, intelligence d'affaires",Bell Canada,"Toronto, ON",,Canada
Business Intelligence Analyst I,Finning International Inc.,"Edmonton, AB",,Canada
Business Intelligence Director,MOZ Group,Remote,,Canada
Business Intelligence Associate - Student Intern - 12 month...,GSK,"Mississauga, ON+1 location",,Canada
"Solution Consultant, Business Intelligence",Resolver,"Toronto, ON+3 locations",,Canada
"Business Intelligence Developer, Canada(Remote)",Andela - Third Party Job Board Only Postings,"Remote in Kingston, ON",,Canada
"Junior Analyst, CRM & Business Intelligence",Vancouver Whitecaps FC,"Vancouver, BC",,Canada
newANALYSTE BUSINESS INTELLIGENCE,Delpharm,"Montréal, QC",,Canada
Business Development Representative,Google,"Toronto, ON",,Canada
"newSenior Business Analyst, Informatics/Business Intelligence,...",PHSA,"Vancouver, BC",,Canada
"BAND 3 - Manager, Analytics and Business Intelligence",BC Public Service,"Kamloops, BC",,Canada
Mediabrands - Business Intelligence (BI) Developer,IPG Mediabrands,"Toronto, ON",,Canada
"newAnalyst, Business Intelligence",LifeWorks,"Remote in Montréal, QC",,Canada
"Developer, Business Intelligence",NorthwesTel,"Whitehorse, YT",,Canada
"newSenior Business Analyst, TBS Business Intelligence",TELUS,"Toronto, ON",,Canada
"newInvestigator, AML Financial Intelligence Unit",Royal Bank of Canada,"Halifax, NS",,Canada
Business Intelligence Analyst,L3Harris Technologies,"Mirabel, QC",,Canada
Business Intelligence Developer,Laura Canada,"Laval, QC",,Canada
newSenior Business Intelligence Developer,Indochino,"Vancouver, BC",,Canada
"Sr Specialist, Business & Market Intelligence",Pernod Ricard,"Toronto, ON",,Canada
newAI Engineer,Royal Bank of Canada,"Toronto, ON",,Canada
Business Intelligence Developer (Hyperion/Essbase),BMO Financial Group,"Toronto, ON",,Canada
"Consultant, Business Intelligence Development",CIBC,"Hybrid remote in Toronto, ON",,Canada
Manager - Business Intelligence,Pet Valu,"Markham, ON",,Canada
"Manager, Business Development-Power Producers",Rodan Energy Solutions Inc.,"Mississauga, ON",,Canada
Business Intelligence - Business Analyst,Natures Path Food,"Richmond, BC",,Canada
Business Intelligence Developer,First West Credit Union,"Langley, BC",,Canada
"Business Analyst, Managed Services",KPMG,"Toronto, ON+1 location",,Canada
Analyst - Business Support [Business Intelligence],Grant Thornton,"Toronto, ON",,Canada
Business Intelligence - Functional and Business Analyst,Intelcom,"Montréal, QC",,Canada
"newDirector, Customer Success - Compliance",Descartes,Temporarily Remote,,Canada
Business Intelligence Specialist Analytics,CAA Club Group,"Thornhill, ON",,Canada
newData Engineer,WorkSafeBC,"Hybrid remote in Richmond, BC",,Canada
Strategic Crime & Intelligence Analyst,City of Calgary,"Calgary, AB",$42.06 - $56.23 an hour,Canada
Stagiaire en intelligence d'affaires été 2022 - Business Int...,SNC-Lavalin,"Montréal, QC",,Canada
SENIOR ANALYST BUSINESS INTELLIGENCE,Allstate Canada,"Markham, ON",,Canada
"newAssociate Account Manager/Account Manager, Small Business Na...",EDC,"Moncton, NB+1 location","$54,500 - $81,800 a year",Canada
newData Analyst,Canadian Tire Corporation,"Toronto, ON",,Canada
Cryptanalyst | Crypto-Scientist,Communications Security Establishment,"Temporarily Remote in Ottawa, ON","$91,585 - $124,208 a year",Canada
SQL Business Intelligence Developer,Computershare,"Toronto, ON",,Canada
"Lead Business Intelligence Developer, Canada (Remote)",Andela - Third Party Job Board Only Postings,"Remote in Kingston, ON",,Canada
Business Intelligence Analyste,L'Oreal,"Montréal, QC",,Canada
Senior Business Intelligence Professional,Definity,"Hybrid remote in Waterloo, ON+4 locations",,Canada
QLIK SENSE / QLIKVIEW CONSULTANT,Keyrus Canada EN,"Toronto, ON",,Canada
Ingénieur - Business intelligence - Banque - Bordeaux - F/H,Sopra Steria,"Nouvelle, QC",,Canada
newETL Tester,Cognizant Technology Solutions,"Mississauga, ON",,Canada
"Manager, Business Intelligence & Insights",MediaCom,"Toronto, ON",,Canada
"Manager Business Operations, Analytics and Intelligence",CSL Behring,"Ottawa, ON",,Canada
Senior Business Intelligence Consultant,KPMG,"Montréal, QC",,Canada
"newConsultant, Business Analytics",CIBC,"Hybrid remote in Toronto, ON",,Canada
Sr. Business Analyst - Market Intelligence,TELUS,"Toronto, ON",,Canada
newBusiness Officer and Office Administrator,University of Toronto,"Toronto, ON",,Canada
Lead Business Intelligence Developer (SQL),Open Text Corporation,"Waterloo, ON",,Canada
"newProject Manager, Business Intelligence",CUSTOMER EXPERIENCE,"Toronto, ON",,Canada
"newSpecialist, Research",Gartner,"Quebec City, QC",,Canada
newBusiness Analyst/Associate,Paper Excellence,"Richmond, BC",,Canada
Business Intelligence Manager,Masco Canada,"St. Thomas, ON",,Canada
AML Investigator,KPMG,"Toronto, ON",,Canada
newBusiness Development Consultant,Red Deer College,"Red Deer, AB","$77,716 - $90,914 a year",Canada
newManager Master Data & Business Intelligence,West Fraser Mills Ltd,"Vancouver, BC",,Canada
newSales Intelligence Analyst,Manulife,"Toronto, ON",,Canada
Underground Business Manager North America,Epiroc Rock Drills AB,"Toronto, ON","$142,000 - $180,000 a year",Canada
Administrative Professional,Communications Security Establishment,"Temporarily Remote in Ottawa, ON","$57,991 - $75,699 a year",Canada
"Specialist, Business Performance",Bell Canada,"Don Mills, ON",,Canada
Business Intelligence Developer,Fuel Transport Inc.,"Lasalle, QC",,Canada
Business Intelligence Analyst - Finance,Arc'teryx,"North Vancouver, BC",,Canada
newCorporate Strategy Analyst,Remote - Ottawa,Remote in Ontario,,Canada
newBI Developer,Innovapost,"Ottawa, ON",,Canada
newEmergency Management and Business Continuity Advisor,SAIT,"Calgary, AB","$75,000 - $95,000 a year",Canada
"Director, Business Intelligence & Data Governance",Info-Tech Research Group,"Toronto, ON",,Canada
newBusiness Analyst,IBM,"Toronto, ON+1 location",,Canada
"newRBC Wealth Management, Fall Co-op, Competitive Intelligence...",Royal Bank of Canada,"Toronto, ON",,Canada
newEconomic Development Analyst,The City of Guelph,"Guelph, ON","$69,600 - $87,000 a year",Canada
Business Intelligence Developer,CAA Club Group,"Winnipeg, MB",,Canada
"Director, Business Intelligence",MediaCom,"Toronto, ON",,Canada
Rating Analyst - Credit Estimates,S&P Global,"Toronto, ON","$51,000 - $119,000 a year",Canada
"Front-End Engineer I, Sagemaker, Amazon SageMaker",Amazon Dev Centre Canada ULC,"Vancouver, BC+3 locations",,Canada
Recruitment Consultant,WilsonHCG,Remote in Canada,,Canada
Business Intelligence Analyst,Espanola Regional Hospital and Health Centre,"Espanola, ON",,Canada
Analyst,Canadian Tire Financial Services,"Welland, ON",,Canada
"Project Manager, Business intelligence",CONSUMER & SMB/MARCHÉ CONSOMMATEUR & PME,"Toronto, ON",,Canada
Specialist-Data,Canadian Red Cross,Canada,"$54,000 - $78,000 a year",Canada
Digital Communications Advisor,Natural Resources Canada,"Remote in Calgary, AB","$85,476 - $92,412 a year",Canada
newBusiness Account Manager Intern - Student,Royal Bank of Canada,"North Vancouver, BC",,Canada
newAssistant Underwriter,BFL Canada,"Remote in Montréal, QC",,Canada
"Manager, Business Intelligence",Altima Dental,"Toronto, ON",,Canada
Business Intelligence Analyst,Société Générale,"Montréal, QC",,Canada
Operations Consultant,Bank of America,"Toronto, ON",,Canada
"Manager, Business Intelligence Consulting",Datolite Solutions,"Remote in Toronto, ON",,Canada
Business intelligence specialist (BI),Michelin,"Magog, QC",,Canada
"Commercial Intelligence Analyst-Key Accounts Toronto, Canada...",Philip Morris International,"Toronto, ON",,Canada
Digital Communications Officer,Natural Resources Canada,"Remote in Ottawa, ON","$67,241 - $72,660 a year",Canada
newClaims Adjuster (Farm),Red River Mutual,"Altona, MB",,Canada
Senior Associate - Strategy and Business Operations,Roofstock,Remote,,Canada
Senior Business Intelligence Analyst - Merchandising,Staples Canada,"Hybrid remote in Richmond Hill, ON",,Canada
"newR&D Specialist, Bakery",Puratos,"Mississauga, ON",,Canada
Business Project Analyst 2,E-Comm 9-1-1,"Hybrid remote in Burnaby, BC","$88,595 - $104,736 a year",Canada
newsoftware engineer,Sryas Inc.,"Remote in Toronto, ON","$85,000 - $95,000 a year",Canada
"Manager, Business Development",Canada Post - Postes Canada,"Toronto, ON",,Canada
"FI-02 - Financial Analyst, Inventory at level",Canada Revenue Agency,"Temporarily Remote in English, ON","$72,022 - $99,500 a year",Canada
HR Consulting,Microsoft,"Toronto, ON",,Canada
"Sr Consultant, Business Intelligence and Data Engineering",KPMG,"Montréal, QC+1 location",,Canada
"Product Director, Nielsen One Ads",Nielsen,"Markham, ON","$145,000 a year",Canada
IT Project Management Analyst,Accenture,"Toronto, ON+1 location",,Canada
Associate Business Consultant - Territory and Quota Planning,Varicent,"Halifax, NS",,Canada
newTalend Engineer,Cognizant Technology Solutions,"Mississauga, ON",,Canada
"Manager, Business Intelligence",NAPA Auto Parts,"Cambridge, ON",,Canada
newFunctional Technical Analyst (Marketing) - 1FT,Saskatchewan Indian Gaming Authority,"Saskatoon, SK","$85,985 - $116,079 a year",Canada
devops engineer,Tiger Analytics Inc.,"Remote in Toronto, ON","$100,000 - $150,000 a year",Canada
newMarketing Services Campaign Consultant,Accenture,"Toronto, ON",,Canada
newSenior Business Analyst,Nova Scotia Power Inc.,"Halifax, NS",,Canada
"Specialist, Business Intelligence Developer",Canadian Pacific Railway,"Toronto, ON+2 locations",,Canada
Business Analyst,Colas,"St. Albert, AB",,Canada
"Business Systems Analyst, Reporting",Hudson's Bay,"Toronto, ON",,Canada
Analyst - Business Line Advisory Services (BLAS),Employment and Social Development Canada,Remote in Canada,"$75,129 - $91,953 a year",Canada
newSQL Developer,BMO Financial Group,Ontario+1 location,,Canada
IT Project Management Specialist (SDLC),Accenture,"Toronto, ON+1 location",,Canada
newInvestment Specialist - Wingham,Libro Credit Union,"Wingham, ON",,Canada
Business Intelligence Analyst,Lantic Inc.,"Montréal, QC",,Canada
Applied Scientist - Inference and Metrics (Remote),Yelp,"Remote in Toronto, ON+2 locations",,Canada
Business Intelligence Analyst (Senior Specialist),Merck Canada inc,"Remote in Kirkland, QC",,Canada
 Project Manager,Namtek Consulting Services,"Laval, QC",,Canada
Business Intelligence Analyst,Medavie Blue Cross,New Brunswick,,Canada
newRegulatory Affairs Specialist,BD,"Mississauga, ON",,Canada
information systems business analyst,Yanshan Holding Inc.,"Edmonton, AB",$47.62 an hour,Canada
newAdvertising Operations Specialist,Foxquilt,"Hybrid remote in Toronto, ON",,Canada
newMarteck Data Architect,Capgemini,"Toronto, ON",,Canada
Business Intelligence Data Engineer,CI Investments Inc,"Toronto, ON",,Canada
Global Regulatory Affairs Associate,PRA Health Sciences,Remote,,Canada
Business Intelligence Analyst,BGIS,"Toronto, ON",,Canada
newSenior Researcher,Alberta Innovates,"Devon, AB",,Canada
"Data Analyst, Business Intelligence",Ivanhoe Cambridge,"Montréal, QC",,Canada
"Software Developer III, AR",Google,"Waterloo, ON",,Canada
newMSBI Developer,Cognizant Technology Solutions,"Toronto, ON",,Canada
"newRBC Wealth Management, Fall 2022 Co-op, Portfolio Solutions...",Royal Bank of Canada,"Toronto, ON",,Canada
newBusiness Analyst (m/f/d),Husky Injection Molding,"Bolton, ON",,Canada
Staff Software Developer,Google,"Waterloo, ON",,Canada
Senior Business Information Analyst (Remote Role),AIG,Remote,,Canada
"Project Manager, Traction Rec",Uncommon Purpose,Remote,,Canada
Analyste d-intelligence d-affaires/B2C Business Analyst (Mon...,Bestseller A/S,"Montréal, QC",,Canada
"Manager II, Business Intelligence and Reporting",TD Bank,"Toronto, ON",,Canada
"Vice President, Intelligence - 22264",Enverus,"Calgary, AB",,Canada
"newdeveloper, software",Rayan Textiles,"Mississauga, ON",$41 an hour,Canada
newExecutive Assistant,Arc'teryx,"North Vancouver, BC",,Canada
newAnalyste loyauté intelligence d'affaire,Metro Inc.,"Montréal, QC",,Canada
UX Researcher,Sun Life Financial,"Temporarily Remote in North York, ON+6 locations",,Canada
Business Intelligence Developer,Teck Resources Limited,"Vancouver, BC",,Canada
newPersonal Banking Specialist - Downtown Kitchener,Libro Credit Union,"Kitchener, ON+1 location",,Canada
"Customer Success Operations Analyst - REMOTE, CANADA",Cision,Remote,,Canada
Enterprise Asset Management (EAM) Specialist,Metrolinx,Canada,"$87,009 a year",Canada
Business Analyst (Remote Optional),Basis Technologies,Remote in Ontario,,Canada
newTalent Acquisition Consultant,Sun Life Financial,"Temporarily Remote in Toronto, ON+5 locations",,Canada
newSenior Project Specialist: Reporting & Analytics,University of Toronto,"Mississauga, ON",,Canada
newDevOps Engineer,SAP,"Waterloo, ON",,Canada
Data Engineer - North America Region,International Justice Mission,"Remote in Headquarters, BC",,Canada
Business Intelligence Developer (12-Month Contract),Interfor Corporation,"Burnaby, BC",,Canada
newMicrostrategy Developer,Cognizant,"Mississauga, ON",,Canada
"Competitive Intelligence Senior Consultant, Deloitte Global...",Deloitte,"Toronto, ON",,Canada
Business Operations Analyst,Healthcare of Ontario Pension Plan (HOOPP),"Hybrid remote in Toronto, ON",,Canada
"newReporting and Monitoring Manager, Global BES",KPMG,"Toronto, ON",,Canada
QA Engineer (C#),KUBRA,"Greater Toronto Area, ON",,Canada
Global Business Intelligence Architect,Finning International Inc.,"Calgary, AB",,Canada
newData Engineer,BFL Canada,"Remote in Toronto, ON",,Canada
newSAP iXp Intern - Analytics Developer - Enterprise Analytics,SAP,"Vancouver, BC",,Canada
newIBM Tech Re-Entry Program: Project Management,IBM,"Halifax, NS",,Canada
newMedia Strategy Lead,Accenture,"Toronto, ON","$159,516 - $263,400 a year",Canada
newProject Engineer,Husky Injection Molding,"Bolton, ON",,Canada
Senior Data Analyst,Aviva,"Toronto, ON",,Canada
newHuman Resources Business Partner,Transat A.T. inc.,"Remote in Toronto, ON+1 location",,Canada
Dashboard Developer,Scarsin,"Markham, ON",,Canada
Manager Business Reporting & Analytics,Workplace Safety and Insurance Board,"Remote in Toronto, ON",,Canada
Reporting and Analytics Specialist,WFCU Credit Union,"Windsor, ON",,Canada
Media Intelligence Specialist,StackPros Inc.,"Toronto, ON",,Canada
"Senior Developer, Business Intelligence",PSP Investments,"Montréal, QC",,Canada
"analyst, information systems - computer systems",Ace Management Consulting Ltd.,"Remote in Calgary, AB",$49 an hour,Canada
newfinance and control manager,Kimberlee Diamond and Loan Inc.,"Richmond, BC","$60,000 a year",Canada
"Director, Business Development",Rodan Energy Solutions Inc.,"Mississauga, ON",,Canada
"Senior Business Analyst, Business Intelligence",PHSA,"Vancouver, BC",,Canada
"newManager, Finance Business Partner",Canada Post - Postes Canada,"Toronto, ON",,Canada
Analyste en Intelligence d’Affaires (BI),L'Oreal,"Montréal, QC",,Canada
Data and AI,CGI Inc,"Toronto, ON",,Canada
Business Analyst (H/F),Extia,"Orleans, ON",,Canada
"newHead of Human Resources, NA",PATSNAP PTE. LTD,Canada,,Canada
"Manager, Information Management (Evaluation & Business Intel...",South Calgary Primary Care Network,"Calgary, AB",,Canada
newDistribution Finance Underwriting Associate,WELLS FARGO BANK,"Mississauga, ON+1 location",,Canada
Business Unit Analytics Manager – Oncology,AstraZeneca,"Mississauga, ON",,Canada
"MTS 1, Backend Software Engineer",eBay Inc.,"Remote in Toronto, ON",,Canada
newAccount Supervisor (2),BIMM,"Toronto, ON",,Canada
Analyste en intelligence d’affaires (BI),L’Autorité des marchés financiers,"Hybrid remote in Montréal, QC","$54,143 - $108,288 a year",Canada
newCredit Analyst,TD Bank,"Edmonton, AB",,Canada
newSnowflake Developer,Cognizant Technology Solutions,"Toronto, ON",,Canada
Senior Software Engineer,Audette,Remote,"$110,000 - $130,000 a year",Canada
ITIL and Asset Management Coordinator,BMO Financial Group,"Toronto, ON",,Canada
"Software Developer III, Geometric and Human Perception",Google,"Waterloo, ON",,Canada
"Manager, Business Decision Support",NorthwesTel,"Whitehorse, YT",,Canada
